boro,budgetline,type,description,fy17cn,fy17cx,fy17f,fy17s,fy17p,fy17total
brooklyn,HN-K001,HN,"MEDGAR EVERS COLLEGE, BROOKLYN",0,,,0,,0
brooklyn,HN-K002,HN,"PURCHASE/INSTALL COMPUTER EQUIPMENT/SYSTEMS, SENIOR COLLEGES, BROOKLYN",0,,,,,0
brooklyn,HN-K250,HN,"KINGSBOROUGH COMMUNITY COLLEGE, BROOKLYN",477000,,,,,477000
brooklyn,HN-K300,HN,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, BROOKLYN",750000,,,,,750000
manhattan,HN-DN566,HN,"NEIL D LEVIN GRAD INSITITUTE OF INTERNATIONAL RELATIONS AND COMMERCE",0,,,,,0
manhattan,HN-M001,HN,"EQUIPMENT-COMMUNITY COLLEGES, MANHATTAN",0,,,0,,0
manhattan,HN-M002,HN,"PURCHASE OF EDP EQUIPMENT, COMMUNITY COLLEGES, MANHATTAN",0,,,,,0
manhattan,HN-M003,HN,"IMPROVEMENTS TO HUNTER COLLEGE AND HUNTER COLLEGE CAMPUS SCHOOLS",0,,,,,0
manhattan,HN-M004,HN,"PURCHASE/INSTALL COMPUTER EQUIPMENT/SYSTEMS, SENIOR COLLEGES, MANHATTA",0,,,,,0
manhattan,HN-M005,HN,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, MANHATTAN",225000,,,,,225000
manhattan,HN-M300,HN,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, MANHATTAN",1291000,,,,,1291000
manhattan,HN-244,HN,"ALTERATIONS & RENOVATIONS TO HUNTER COLLEGE CAMPUS SCHOOL",7000000,,,,,7000000
queens,HN-Q001,HN,"QUEENSBOROUGH COMMUNITY COLLEGE",0,,,0,,0
queens,HN-Q002,HN,"EQUIPMENT-COMMUNITY COLLEGES, QUEENS",0,,,,,0
queens,HN-Q004,HN,"COMMUNITY COLLEGES' IMPROVEMENTS, QUEENS",2000000,,,,,2000000
queens,HN-Q005,HN,"ACQUISITION/INSTALLATION OF EQUIPMENT, SENIOR COLLEGES, QUEENS",0,,,,,0
queens,HN-Q006,HN,"CONSTRUCTION AND IMPROVEMENTS TO CUNY COMMUNITY COLLEGES, QUEENS",0,,,,0,0
queens,HN-Q300,HN,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, QUEENS",1640000,,,,,1640000
richmond,HN-R001,HN,"SITE ACQUISITION, CONSTRUCTION, RECONSTRUCTION, IMPROVEMENTS, COMPREHE",0,,,,,0
richmond,HN-R300,HN,"CONSTRUCTION AND IMPROVEMENTS TO CUNY SENIOR COLLEGE BLDGS, STATEN IS",800000,,,,,800000
citywide,HO-C003,HO,"HOSPITALS, IMPROVEMENTS, CITYWIDE",0,,,,,0
citywide,HO-D003,HO,"HOSPITALS, CITYWIDE",3910000,,,,,3910000
citywide,HO-214,HO,"HOSPITALS, IMPROVEMENTS",181573000,,60908000,0,0,242481000
citywide,HO-377,HO,"MAJOR RECONSTRUCTION, NEW CONSTRUCTION, ALL BOROUGHS",0,,,,,0
citywide,HO-390,HO,"PURCHASE OF EQUIPMENT HHC FUNDS.",4422000,,,,0,4422000
citywide,HO-410,HO,"EMERGENCY MEDICAL SERVICES, EQUIPMENT",74748000,,2200000,,,76948000
bronx,HO-X002,HO,"PURCHASE OF EQUIPMENT FOR HHC, THE BRONX",140000,,,,,140000
brooklyn,HO-K001,HO,"HOSPITALS, IMPROVEMENTS, BROOKLYN",0,,,,,0
brooklyn,HO-K005,HO,"PURCHASE OF EQUIPMENT HHC, BROOKLYN",0,,,,,0
brooklyn,HO-K390,HO,"PURCHASE OF EQUIPMENT HHC FUNDS.",0,,,,,0
brooklyn,HO-398,HO,"MAJOR RECONSTRUCTION OF KINGS COUNTY HOSPITAL CENTER, BROOKLYN",0,,,,,0
manhattan,HO-M001,HO,"HOSPITALS, IMPROVEMENTS, MANHATTAN",0,,,,,0
manhattan,HO-M002,HO,"PURCHASE OF EQUIPMENT HHC, MANHATTAN",85000,,,,,85000
manhattan,HO-M214,HO,"HOSPITALS, IMPROVEMENTS",0,,0,,,0
manhattan,HO-412,HO,"CONSTRUCT EMS STATION",0,,,,,0
queens,HO-Q003,HO,"QUEENS HOSPITAL MEDICAL EQUIPMENT",1000000,,,,,1000000
queens,HO-Q378,HO,"ELMHURST HOSPITAL CENTER",450000,,,,,450000
richmond,HO-R001,HO,"HOSPITALS, IMPROVEMENTS, STATEN ISLAND",0,,,,,0
citywide,HR-C002,HR,"IMPROVEMENTS OF STRUCTURES FOR USE BY DEPT OF SOCIAL SERVICES, CITYWID",0,,,,,0
citywide,HR-C006,HR,"LOTS FOR TOTS PROGRAM, CITYWIDE",0,,,,,0
citywide,HR-DN007,HR,"FY'05 NEUTRAL PROGRAM FOR PROVISION OF COMPUTERS IN NON-PUBLIC SCHOOLS",0,,,,,0
citywide,HR-DN756,HR,"QUALITY SERVICES FOR THE AUTISM COMMUNITY INC. (QSAC)",92000,,,,,92000
citywide,HR-D002,HR,"IMPROVEMENTS OF STRUCTURES FOR USE BY DSS AND NON-CITY ENTITIES",0,,,,,0
citywide,HR-D999,HR,"CONSTRUCTION OR ACQUISITION OF A NON-CITY OWNED PUBLIC BETTERMENT",0,,,,,0
citywide,HR-25,HR,"IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES",0,,0,581000,,581000
citywide,HR-109,HR,"PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES",0,,0,0,,0
citywide,HR-110,HR,"PRIVATE BRANCH EXCHANGE",0,,0,0,,0
citywide,HR-120,HR,"COMPUTER EQUIPMENT",21773000,,0,0,,21773000
bronx,HR-DN449,HR,"THOMAS MOTT OSBORNE MEMORIAL FUND",1850000,,,,,1850000
bronx,HR-DN822,HR,"OPPORTUNITIES FOR A BETTER TOMORROW",0,,,,,0
bronx,HR-DN842,HR,"BRONX HOUSE",0,,,,,0
bronx,HR-XN103,HR,"CITY HARVEST, INC.",0,,,,,0
bronx,HR-XN449,HR,"THOMAS MOTT OSBORNE MEMORIAL FUND",0,,,,,0
bronx,HR-XN756,HR,"QUALITY SERVICES FOR THE AUTISM COMMUNITY INC. (QSAC)",62000,,,,,62000
bronx,HR-XN929,HR,"NEW YORK COMMON PANTRY",95000,,,,,95000
bronx,HR-X003,HR,"LOTS FOR TOTS PROGRAM, THE BRONX",0,,,,,0
brooklyn,HR-DN153,HR,"FEDERATION OF ITALIAN AMERICAN ORGANIZATIONS",12000,,,,,12000
brooklyn,HR-KN153,HR,"FEDERATION OF ITALIAN AMERICAN ORGANIZATIONS",500000,,,,,500000
brooklyn,HR-KN170,HR,"GOOD SHEPHERD SERVICES",250000,,,,,250000
brooklyn,HR-KN822,HR,"OPPORTUNITIES FOR A BETTER TOMORROW",0,,,,,0
brooklyn,HR-KN877,HR,"AGUDATH ISRAEL OF AMERICAN COMMUNITY SERVICES",0,,,,,0
brooklyn,HR-N153,HR,"FEDERATION OF ITALIAN AMERICAN ORGANIZATIONS",0,,,,,0
manhattan,HR-DN103,HR,"CITY HARVEST, INC.",0,,,,,0
manhattan,HR-DN445,HR,"VOCATIONAL FOUNDATION, INC",0,,,,,0
manhattan,HR-DN450,HR,"WEST SIDE CENTER FOR COMMUNITY LIFE, INC",0,,,,,0
manhattan,HR-DN761,HR,"HARLEM UNITED COMMUNITY AIDS CENTER, INC.",200000,,,,,200000
manhattan,HR-DN889,HR,"UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK, INC.",0,,,,,0
manhattan,HR-DN892,HR,"ASSOCIATION OF THE BAR OF THE CITY OF NEW YORK FUND, INC.",0,,,,,0
manhattan,HR-MN103,HR,"CITY HARVEST, INC.",0,,,,,0
manhattan,HR-MN128,HR,"THE DOE FUND, INC.",0,,,,,0
manhattan,HR-MN361,HR,"SAFE HORIZON,INC.",0,,,,,0
manhattan,HR-MN707,HR,"URBAN JUSTICE CENTER",0,,,,,0
manhattan,HR-MN756,HR,"QUALITY SERVICES FOR THE AUTISM COMMUNITY INC. (QSAC)",0,,,,,0
manhattan,HR-MN832,HR,"BOYS & GIRLS HARBOR, INC.",0,,,,,0
manhattan,HR-MN833,HR,"CENTER FOR ALTERNATIVE SENTENCING AND EMPLOYMENT SERVICES",0,,,,,0
manhattan,HR-MN888,HR,"FEDCAP REHABILITATION SERVICES, INC.",0,,,,,0
manhattan,HR-MN889,HR,"UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK, INC.",0,,,,,0
manhattan,HR-MN890,HR,"THE AFTER SCHOOL CORPORATION.",0,,,,,0
manhattan,HR-MN891,HR,"AFRICAN SERVICES COMMITTEE, INC.",1000,,,,,1000
manhattan,HR-MN892,HR,"ASSOCIATION OF THE BAR OF THE CITY OF NEW YORK FUND, INC.",0,,,,,0
manhattan,HR-M001,HR,"IMPROVEMENTS OF STRUCTURES FOR USE BY D.O.S.S., MANHATTAN",0,,,,,0
queens,HR-DN145,HR,"ELMCOR YOUTH AND ADULT ACTIVITIES, INC.",0,,,,,0
queens,HR-DN756,HR,"QUALITY SERVICES FOR THE AUTISM COMMUNITY INC. (QSAC)",92000,,,,,92000
queens,HR-DN918,HR,"KOREAN-AMERICAN FAMILY SERVICE CENTER, INC.",343000,,,,,343000
queens,HR-QN103,HR,"CITY HARVEST, INC.",0,,,,,0
queens,HR-QN145,HR,"ELMCOR YOUTH AND ADULT ACTIVITIES, INC.",0,,,,,0
queens,HR-QN756,HR,"QUALITY SERVICES FOR THE AUTISM COMMUNITY INC. (QSAC)",37000,,,,,37000
queens,HR-QN859,HR,"OUTREACH DEVELOPMENT CORPORATION",0,,,,,0
queens,HR-QN918,HR,"KOREAN-AMERICAN FAMILY SERVICE CENTER, INC.",700000,,,,,700000
queens,HR-QN942,HR,"EMERALD ISLE IMMIGRATION CENTER INC.",36000,,,,,36000
queens,HR-Q002,HR,"IMPROVEMENTS OF STRUCTURES FOR USE BY DEPT OF SOCIAL SERVICES, QUEENS",0,,,,,0
citywide,HW-D200,HW,"SIDEWALK AND CURB CONSTRUCTION, CITYWIDE",0,,,,,0
citywide,HW-I001,HW,"ENGR., ARCH., ADMIN., COSTS, ETC.",0,,,,,0
citywide,HW-1,HW,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS AND INCIDENTAL STRUCTURES",0,,0,,0,0
citywide,HW-3,HW,"IMPROVEMENTS TO HIGHWAY DEPARTMENT FACILITIES",32901000,,3897000,,,36798000
citywide,HW-61,HW,"LAND ACQUISITION FOR STREETS & SEWERS",0,,0,0,0,0
citywide,HW-200,HW,"SIDEWALK CONSTRUCTION",136110000,,0,0,17479000,153589000
citywide,HW-348,HW,"ENGR., ARCH., ADMIN. COSTS FOR HIGHWAY OPERATIONS CAPITAL PROJECTS",0,0,0,0,,0
citywide,HW-349,HW,"REPAVING & RESURFACING STREETS- INHOUSE FORCES",0,0,0,5000000,0,5000000
citywide,HW-944,HW,"PRIVATE PORTION FOR HIGHWAY PROJECTS, CITYWIDE",60000,,,,14356000,14416000
citywide,HW-988,HW,"HAZARD ELIMINATION PROGRAM, CITY WIDE",7639000,0,0,0,0,7639000
citywide,HW-1670,HW,"RECONSTRUCT ALL STREETS RELATED TO WTC AND CLEANUP, CITYWIDE",0,,0,,,0
citywide,HW-1677,HW,"RECONSTRUCTION OF CITY-OWNED RETAINING WALLS, ALL BOROUGHS",3062000,,,,,3062000
citywide,HW-1678,HW,"CONSTRUCTION, ACQUISITION, IMPROVEMENTS - CULTURALS",,,0,0,,0
citywide,HW-1684,HW,"CONSTRUCTION OF STREETS, MALLS, SQUARES, TRIANGLES, PLANYC",37306000,0,0,4574000,0,41880000
bronx,HW-D105,HW,"CONSTRUCTION, RECONSTRUCTION AND RESURFACING OF STREETS, THE BRONX",2536000,,,,,2536000
bronx,HW-X001,HW,"HIGHWAY REPAVING, BRONX",1500000,,,,,1500000
bronx,HW-X004,HW,"RECON E FORDHAM RD, WEBSTER AVE - THIRD AVE, ETC, BRONX",0,,,,,0
bronx,HW-X006,HW,"RESURFACING AND RECONSTRUCTION OF STREETS, THE BRONX",0,,,,,0
bronx,HW-X100,HW,"CONSTRUCTION & RECONSTRUCTION OF THE GRAND CONCOURSE, THE BRONX",0,,,,,0
bronx,HW-1X,HW,"HIGHWAY REPAVING, BRONX",26563000,,8505000,0,0,35068000
bronx,HW-2X,HW,"RESURFACING OF STREETS, THE BRONX",6793000,0,0,0,0,6793000
bronx,HW-203,HW,"REHABILITATION OF BOSTON ROAD, ETC.",0,,0,,0,0
bronx,HW-211,HW,"REHABILITATION OF STEP STREETS",1204000,,0,0,0,1204000
bronx,HW-224,HW,"GRADE AND PAVE WESTCHESTER AVENUE AREA, ETC.",0,,0,,,0
bronx,HW-293,HW,"PAVING, GRADING, ETC. FOR MOSHOLU PARKWAY, ETC.",0,,,,,0
bronx,HW-421,HW,"PAVE, GRADE, ETC. THROGS NECK AREA",0,,,,,0
bronx,HW-647,HW,"REC. PAULDING AVE. FROM E. 219TH ST. TO EAST GUNHILL RD., THE BRONX",0,,,,,0
bronx,HW-675,HW,"RECON EAST FORDHAM ROAD, WEBSTER AVE TO 3RD AVE, ETC., THE BRONX",0,,0,0,0,0
bronx,HW-710,HW,"RECONSTRUCTION OF PELHAM PARKWAY",0,,,0,,0
bronx,HW-733,HW,"RECONSTRUCTION OF E.149 ST ETC., BRONX",0,,0,,,0
bronx,HW-870,HW,"RECONSTRUCTION OF WILLIAMSBRIDGE ROAD, THE BRONX",100000,,,,,100000
bronx,HW-967,HW,"RECONSTRUCTION OF POLO PLACE, ETC., THE BRONX",0,,,,,0
bronx,HW-1672,HW,"GRAND CONCOURSE- LOU GEHRIG PLAZA",0,,0,0,,0
brooklyn,HW-D101,HW,"CONSTRUCTION, RECONSTRUCTION, RESURFACING STREETS, BROOKLYN",2885000,,,,,2885000
brooklyn,HW-K005,HW,"REPAVING AND RESURFACING OF STREETS, BROOKLYN",2200000,,,,,2200000
brooklyn,HW-1K,HW,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",51456000,0,19135000,0,0,70591000
brooklyn,HW-2K,HW,"RESURFACING OF STREETS, BROOKLYN",11614000,,0,6000,0,11620000
brooklyn,HW-170,HW,"EASTERN PARKWAY RECONST. ETC.",0,,0,,0,0
brooklyn,HW-278,HW,"GRADE, PAVE ETC. LIBERTY AVENUE, ETC.",0,,0,,0,0
brooklyn,HW-472,HW,"RECONSTRUCTION OF FLUSHING AVENUE, BROOKLYN",0,,0,0,,0
brooklyn,HW-476,HW,"RECNSTRUCTION OF NASSAU AVE. AREA PROJECT",0,,0,,,0
brooklyn,HW-568,HW,"RECONSTR. OF FULTON ST. FROM RALPH AVE. TO PENN. AVE., ETC., BKLYN.",0,,,,,0
brooklyn,HW-614,HW,"RECONSTRUCTION OF BERGEN AVE & STS IN VIC OF AVE T & E71, BKLYN",0,,,,,0
brooklyn,HW-637,HW,"RECONSTRUCTION, 15TH AVENUE FROM DAHILL RD. TO 54TH ST., BROOKLYN",0,,0,,0,0
brooklyn,HW-639,HW,"RECONSTRUCTION, TILLARY ST., ETC., VIC. ADAMS ST., BROOKLYN",0,,0,,,0
brooklyn,HW-642,HW,"RECONSTRUCTION OF 9TH ST. FROM PROSPECT PK. WEST TO GOWANUS CANAL,BKLY",0,,0,0,,0
brooklyn,HW-665,HW,"REC. E. 8TH ST. FROM CHURCH AVE. TO 18TH AVE., BROOKLYN",0,,,,,0
brooklyn,HW-666,HW,"REC. MCGUINNESS BLVD. FROM ASH ST. TO DRIGGS AVE., BROOKLYN",0,,,0,,0
brooklyn,HW-693,HW,"RECONSTRUCTION, KENT AVE., BQE TO FRANKLIN ST., ETC., BROOKLYN",0,,0,0,,0
brooklyn,HW-700,HW,"RECONSTRUCTION COLUMBIA ST. FROM ATLANTIC AVE. TO HAMILTON AVE BKLYN.",0,,,,,0
brooklyn,HW-701,HW,"RECONSTRUCTION OF MANHATTAN AVE. BROOKLYN",0,,,0,,0
brooklyn,HW-715,HW,"RECONSTRUCTION OF VANDERBILT AVENUE.",0,,,,,0
brooklyn,HW-719,HW,"RECONSTRUCTION OF TOMPKINS AVENUE, BROOKLYN",0,,0,0,,0
brooklyn,HW-732,HW,"FIFTH AVENUE, RECONSTRUCTION, BROOKLYN",0,,0,,,0
brooklyn,HW-779,HW,"RECONSTRUCTION OF EMPIRE BLVD (FRANKLIN TO UTICA AVENUE, BKLYN)",1300000,,46000,,,1346000
brooklyn,HW-796,HW,"RECONSTRUCTION OF SCHENCK AVENUE, BROOKLYN",1990000,,0,,,1990000
brooklyn,HW-876,HW,"RECONSTRUCTION OF WYCKOFF AVENUE, BROOKLYN",11138000,,14038000,,,25176000
brooklyn,HW-971,HW,"RECONSTRUCTION OF 20TH AVENUE, ETC. BROOKLYN",0,,,,,0
brooklyn,HW-972,HW,"RECONSTRUCTION OF BAYVIEW AVENUE, ETC., BROOKLYN",0,,,,,0
brooklyn,HW-973,HW,"RECONSTRUCTION OF FULTON STRET, ETC., BROOKLYN",0,,,,,0
brooklyn,HW-1129,HW,"RECONSTRUCT NOSTRAND AVE.,FLUSHING TO ATLANTIC AVES,BROOKLYN.",57000,,,,,57000
brooklyn,HW-1148,HW,"RECONSTRUCT JEWEL STREET AREA, BROOKLYN",0,,,,,0
brooklyn,HW-1152,HW,"RECONSTRUCT THE GERRITSEN BEACH BULKHEAD, BROOKLYN",0,,,,,0
brooklyn,HW-1153,HW,"DOWNTOWN BROOKLYN REHABILIATATION",0,,,,,0
brooklyn,HW-1668,HW,"RECON WILLOUGHBY ST FROM FLATBUSH AVE EXT TO ADAMS ST, BROOKLYN",0,,,,,0
manhattan,HW-D102,HW,"CONSTRUCT, RECONSTRUCT, RESURFACE STREETS & STREETSCAPE, MANHATTAN",2200000,,,,,2200000
manhattan,HW-D211,HW,"REHABILITATION OF STEP STREETS",0,,,,,0
manhattan,HW-M002,HW,"RESURFACING OF STREETS, MANHATTAN",0,,,,,0
manhattan,HW-M200,HW,"SIDEWALK CONSTRUCTION, MANHATTAN",0,,,,,0
manhattan,HW-1M,HW,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS ETC., MANHATTAN",2812000,,0,0,0,2812000
manhattan,HW-2M,HW,"RESURFACING OF STREETS, MANHATTAN",18656000,,0,0,0,18656000
manhattan,HW-207,HW,"RESURFACE AND REPAVE AVENUE OF THE AMERICAS, ETC.",0,,0,,0,0
manhattan,HW-416,HW,"REPAVE AMSTERDAM AVENUE, ETC.",0,,0,0,0,0
manhattan,HW-446,HW,"RECONSTRUCTION OF 14TH STREET, MANHATTAN",0,,0,,0,0
manhattan,HW-508,HW,"RECONSTRUCT 8TH AVENUE",0,,0,,0,0
manhattan,HW-591,HW,"RECONSTR. LENOX AVE. FROM 116TH TO 125TH STS. ETC. MANHATTAN.",0,,0,0,0,0
manhattan,HW-738,HW,"RECONSTRUCTION OF WEST HOUSTON STREET",0,,,0,,0
manhattan,HW-780,HW,"CHATHAM SQUARE, MANHATTAN",0,,,,,0
manhattan,HW-1149,HW,"AIP FOR HENRY HUDSON PARKWAY, MANHATTAN",0,,,0,,0
manhattan,HW-1159,HW,"REHABILITATION OF PECK SLIP, MANHATTAN",0,,,0,,0
manhattan,HW-1666,HW,"RECONSTRUCTION OF TIMES / DUFFY SQUARE AREA, MANHATTAN",0,,0,,,0
manhattan,HW-1667,HW,"RECONSTRUCTION OF FREDERICK DOUGLASS CIRCLE & MANHATTAN AVE, MANHATTAN",0,,0,0,,0
manhattan,HW-1683,HW,"HUDSON YARDS, MANHATTAN",0,,,,11596000,11596000
queens,HW-D103,HW,"CONSTRUCTION, RECONSTRUCTION, RESURFACING STREETS, QUEENS",2100000,,,,,2100000
queens,HW-Q001,HW,"CON & RECON OF HWYS & STS, QUEENS",0,,,,,0
queens,HW-Q005,HW,"CONSTRUCTION, RECONSTRUCTION & IMPROVEMENTS OF CENTER MEDIANS, QUEENS",0,,,,,0
queens,HW-C01Q,HW,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",100000,,100000,199000,,399000
queens,HW-1Q,HW,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., QUEENS",0,0,0,0,0,0
queens,HW-2Q,HW,"RESURFACING OF STREETS, QUEENS",5196000,0,0,0,0,5196000
queens,HW-121,HW,"GRADE AND PAVE SOUTH JAMAICA AREA, ETC.",0,,,,,0
queens,HW-248,HW,"PAVE JAMAICA AREA",0,,,,0,0
queens,HW-257,HW,"GRADE, PAVE, ETC., STREETS IN AREA AROUND 137TH AVENUE.",0,,,,0,0
queens,HW-274,HW,"GRADE, PAVE, ETC. BROOKVILLE BOULEVARD, ETC.",0,,,,0,0
queens,HW-331,HW,"PAVING, ETC. BEACH 116TH STREET, ETC. QUEENS",0,,,0,,0
queens,HW-411,HW,"GRADE, PAVE, ETC. 94TH STREET, ETC.",0,,,,,0
queens,HW-631,HW,"PAVE SOMERVILLE AREA, ROCKAWAY, QUEENS",0,,,,,0
queens,HW-662,HW,"RECON. STS. WITHIN AREA BOUNDED BY SO. CONDUIT AVE., ETC., QUEENS",0,,,,,0
queens,HW-708,HW,"RECONSTRUCTION OF 73RD PLACE",0,,,,,0
queens,HW-724,HW,"RECONSTRUCTION OF BROOKVILLE BOULEVARD, QUEENS",0,,,,,0
queens,HW-787,HW,"RECONSTRUCTION OF SUTTER AVENUE",0,,,,,0
queens,HW-788,HW,"RECONSTRUCTION OF 11TH STREET, QUEENS",0,,0,,,0
queens,HW-792,HW,"CONSTRUCTION AND RECONSTRUCTION OF SPRINGFIELD BLVD., QUEENS",0,,0,,,0
queens,HW-1027,HW,"RECONSTRUCTION OF LIRR UNDERPASSES, QUEENS",0,,,,,0
queens,HW-1126,HW,"ARVERNE / EDGEMERE HOPE VI NEIGHBORHOOD REVITALIZATION, QUEENS",0,,,,,0
queens,HW-1673,HW,"JAMAICA INTER-MODAL FACILITIES, QUEENS",0,,0,0,,0
queens,HW-1674,HW,"CONSTRUCT. OR RECONSTRUCT. OF LINDEN PLACE BETWEEN 20TH AVE & 28TH AVE",0,,0,,,0
queens,HW-1675,HW,"RECONSTRUCTION OF COLLEGE POINT BLVD, QUEENS",1003000,,,,,1003000
richmond,HW-D104,HW,"CONSTRUCTION, RECONSTRUCTION AND RESURFACING OF STREETS, STATEN ISLAND",700000,,,,,700000
richmond,HW-R002,HW,"RESURFACING AND RECONSTRUCTION OF STREETS, STATEN ISLAND",0,,,,,0
richmond,HW-R005,HW,"GRADE, REGULATE AND PAVE VARIOUS STREETS, STATEN ISLAND",0,,,,,0
richmond,HW-R061,HW,"RECON OF INTERSECTION AT SOUTH AND FOREST AVES, STATEN ISLAND",0,,,,,0
richmond,HW-R200,HW,"SIDEWALK CONSTRUCTION, STATEN ISLAND",0,,,,,0
richmond,HW-R669,HW,"RECONSTRUCTION OF WEED AVENUE, STATEN ISLAND",0,,,,,0
richmond,HW-R986,HW,"CONSTRUCTION AND RECONSTRUCTION OF FOREST HILL ROAD, STATEN ISLAND",0,,,,,0
richmond,HW-R988,HW,"HAZARD ELIMINATION PROGRAM, STATEN ISLAND",0,,,,,0
richmond,HW-1R,HW,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",0,0,0,0,0,0
richmond,HW-2R,HW,"RESURFACING OF STREETS, STATEN ISLAND",2348000,,413000,0,0,2761000
richmond,HW-299,HW,"GRADE, PAVE, ETC. RICHMOND HILL ROAD, ETC.",0,,,,,0
richmond,HW-669,HW,"RECONSTRUCT EBBITTS STREET IN VICINITY OF MANILA PLACE.",0,,,,,0
richmond,HW-890,HW,"RECONSTRUCTION OF WOODROW ROAD, STATEN ISLAND",0,,,,,0
richmond,HW-919,HW,"RECONSTRUCTION OF BLOOMINGDALE ROAD, STATEN ISLAND",0,,,,,0
richmond,HW-986,HW,"CONSTRUCTION AND RECONSTRUCTION OF FOREST HILL ROAD, STATEN ISLAND",0,,,,,0
richmond,HW-1132,HW,"RECONSTRUCTION OF MCLEAN AVENUE, STATEN ISLAND",0,,,,,0
richmond,HW-1140,HW,"RECONST. ARTHUR KILL RD., W/O BLOOMNGDALE RD. TO BENTLEY ST., S.I.",0,,,,,0
richmond,HW-1160,HW,"REHABILITATION OF ROCKLAND AVENUE, STATEN ISLAND",0,,,,,0
richmond,HW-1682,HW,"RECONSTRUCTION OF MIDLAND AVENUE, STATEN ISLAND",0,,,,,0
citywide,JJ-1,JJ,"JUVENILE DETENTION CENTERS AND CENTRAL OFFICE SPACE, CITYWIDE",0,,0,0,,0
bronx,JJ-X001,JJ,"JUVENILE DETENTION CENTERS AND CENTRAL OFFICE SPACE, THE BRONX",0,,,,,0
citywide,L-D003,L,"NYPL SYSTEMS AND EQUIPMENT PURCHASES, CITYWIDE",0,,,,,0
manhattan,L-D001,L,"CONS, RECON, F&E - SCHOMBURG CTR & COUNTEE CULLEN CULT, MANHATTAN",0,,,,,0
manhattan,L-D002,L,"NYPL CON, RECON, IMPROVEMENTS INCL EQUIPMENT",750000,,,,,750000
manhattan,L-M100,L,"NYPL RESEARCH LIBRARIES - SYSTEM WIDE",0,,,,,0
manhattan,L-101,L,"NYPL RESEARCH LIBRARIES - SYSTEM WIDE",15000000,,0,,0,15000000
manhattan,L-103,L,"RECONSTRUCTION, ETC., RESEARCH LIBRARY BUILDINGS, VARIOUS LOC., MANH.",0,,,,0,0
manhattan,L-105,L,"FED IMPROVEMENTS, HUMANITIES AND SOCIAL SCIENCE RESEARCH LIBRARY",,,0,,0,0
brooklyn,LB-D001,LB,"BPL SYSTEMS AND EQUIPMENT PURCHASES, CITYWIDE",35000,,,,,35000
brooklyn,LB-D104,LB,"CON, RECON, IMPVTS, ACQ, OUTFIT AND EQUIP, BRANCH LIBRARIES, BKLYN",8770000,,,,,8770000
brooklyn,LB-K001,LB,"CON, RECON, IMPVTS, ACQ, OUTFIT AND EQUIP, BRANCH LIBRARIES, BKLYN",500000,,,,,500000
brooklyn,LB-101,LB,"CON, REHAB, IMPVTS, OUTFIT AND EQUIP, BRANCH LIBRARIES, BKLYN",30000000,,,,,30000000
brooklyn,LB-104,LB,"CONSTRUCTION, SITE ACQUISITION AND F&E TO BRANCH LIBRARIES, BROOKLYN",29392000,,0,2000000,0,31392000
brooklyn,LB-108,LB,"CONSTRUCTION, SITE ACQUISITION AND F&E TO BRANCH LIBRARIES, BROOKLYN",0,,,,,0
brooklyn,LB-128,LB,"CENTRAL LIBRARY, BROOKLYN",0,,0,,,0
bronx,LN-C004,LN,"RECONS., REHAB, IMPRV AND F&E TO BRANCH LIBRARIES, THE BRONX",0,,,,0,0
bronx,LN-D004,LN,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, BX. & SYSTEMWIDE",0,,,,,0
bronx,LN-D006,LN,"EQUIPMENT FOR ALL NYPL FACILITIES, MAN., BX., S.I. & SYSTEMWIDE",0,,,,,0
bronx,LN-D008,LN,"CONS, SITE ACQUISITION, EQUIPMENT FOR NYPL",14875000,,,,,14875000
bronx,LN-D009,LN,"NYPL SYSTEMS AND EQUIPMENT PURCHASES, CITYWIDE",0,,,,,0
bronx,LN-X001,LN,"CONSTRUCTION, SITE AQUISITION AND F&E TO BRANCH LIBRARIES, THE BRONX",500000,,,,,500000
bronx,LN-8,LN,"CONS, SITE AQUISITION AND F&E FOR NYPL FACILITIES CITYWIDE",9511000,,0,0,0,9511000
bronx,LN-101X,LN,"CONS, SITE AQUISITION & F&E, ALL NYPL FACILITIES, BX. & SYSTEMWIDE",0,,,,0,0
